"PROBEID","GENENAME","SYMBOL"
"1384684_at","zinc finger, MIZ-type containing 1","Zmiz1"
"1384701_at","ATPase family, AAA domain containing 5","Atad5"
"1384734_at","neural cell adhesion molecule 2","Ncam2"
"1384772_at","protein kinase cAMP-activated catalytic subunit beta","Prkacb"
"1384787_at","CD3 gamma subunit of T-cell receptor complex","Cd3g"
"1384791_at","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2","B3gnt2"
"1384804_at","DNA methyltransferase 3 alpha","Dnmt3a"
"1384818_at","myosin light chain kinase","Mylk"
"1384831_at","solute carrier family 7 member 13","Slc7a13"
"1384838_at","solute carrier family 34 member 3","Slc34a3"
"1384841_at","cathepsin C","Ctsc"
"1384842_s_at","Fas cell surface death receptor","Fas"
"1384845_at","deoxycytidine kinase","Dck"
"1384852_at","RAB27A, member RAS oncogene family","Rab27a"
"1384882_at","HECT domain E3 ubiquitin protein ligase 2","Hectd2"
"1384901_at","zinc finger protein 451","Zfp451"
"1384917_at","cyclin O","Ccno"
"1384927_at","tubulin, beta 4B class IVb","Tubb4b"
"1384933_at","solute carrier family 18 member A2","Slc18a2"
"1384938_at","Rho GTPase activating protein 1","Arhgap1"
"1384946_at","toll-like receptor 1","Tlr1"
"1384954_at","heparan sulfate-glucosamine 3-sulfotransferase 3B1","Hs3st3b1"
"1384954_at","heparan sulfate-glucosamine 3-sulfotransferase 3A1","Hs3st3a1"
"1384957_at","activating transcription factor 6","Atf6"
"1384958_at","ubiquitin-conjugating enzyme E2, J1","Ube2j1"
"1384997_at","apoptosis enhancing nuclease","Aen"
"1385005_at","solute carrier family 22 member 8","Slc22a8"
"1385011_at","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4","Smarca4"
"1385013_at","Wnt family member 1","Wnt1"
"1385014_at","nudix hydrolase 11","Nudt11"
"1385051_at","guanylate binding protein 4","Gbp4"
"1385053_at","Eph receptor A3","Epha3"
"1385072_at","galactose mutarotase","Galm"
"1385082_at","Eph receptor A3","Epha3"
"1385086_at","BUB1 mitotic checkpoint serine/threonine kinase","Bub1"
"1385132_at","MYB proto-oncogene like 1","Mybl1"
"1385152_at","eukaryotic translation initiation factor 4 gamma 1","Eif4g1"
"1385173_at","EBF transcription factor 3","Ebf3"
"1385180_at","glial cell derived neurotrophic factor","Gdnf"
"1385199_a_at","RNA binding motif protein 34","Rbm34"
"1385209_at","lysine acetyltransferase 6A","Kat6a"
"1385220_at","zwilch kinetochore protein","Zwilch"
"1385286_at","ELOVL fatty acid elongase 3","Elovl3"
"1385309_at","C-C motif chemokine ligand 24","Ccl24"
"1385367_at","myosin X","Myo10"
"1385368_at","serum response factor binding protein 1","Srfbp1"
"1385393_at","PPARG coactivator 1 alpha","Ppargc1a"
"1385397_at","STEAP4 metalloreductase","Steap4"
"1385407_at","TCDD-inducible poly(ADP-ribose) polymerase","Tiparp"
"1385409_at","myosin X","Myo10"
"1385413_at","epidermal growth factor receptor","Egfr"
"1385414_at","CD8 subunit alpha","Cd8a"
"1385434_at","prostaglandin E receptor 2","Ptger2"
"1385440_at","hematopoietic cell signal transducer","Hcst"
"1385522_at","origin recognition complex, subunit 1","Orc1"
"1385527_at","ubiquitin specific peptidase 7","Usp7"
"1385548_at","ubiquitin-conjugating enzyme E2D 1","Ube2d1"
"1385576_at","smoothelin-like 1","Smtnl1"
"1385619_at","kinesin family member 11","Kif11"
"1385625_at","EGF containing fibulin extracellular matrix protein 2","Efemp2"
"1385641_at","TNF alpha induced protein 3","Tnfaip3"
"1385699_at","YTH N6-methyladenosine RNA binding protein F1","Ythdf1"
"1385710_at","TNF receptor superfamily member 17","Tnfrsf17"
"1385713_at","A-kinase anchoring protein 8","Akap8"
"1385713_at","A-kinase anchoring protein 8 like","Akap8l"
"1385717_at","ganglioside-induced differentiation-associated-protein 1","Gdap1"
"1385749_at","mitogen activated protein kinase 10","Mapk10"
"1385756_at","inter-alpha trypsin inhibitor, heavy chain 1","Itih1"
"1385765_at","lin-9 DREAM MuvB core complex component","Lin9"
"1385797_at","actin, alpha, cardiac muscle 1","Actc1"
"1385798_at","inositol polyphosphate-4-phosphatase type II B","Inpp4b"
"1385809_at","FAST kinase domains 5","Fastkd5"
"1385842_at","interleukin 36, beta","Il36b"
"1385852_at","CREB binding protein","Crebbp"
"1385904_at","cold inducible RNA binding protein","Cirbp"
"1385933_at","muscleblind-like splicing regulator 1","Mbnl1"
"1385959_at","SOS Ras/Rac guanine nucleotide exchange factor 1","Sos1"
"1385999_at","YME1-like 1 ATPase","Yme1l1"
"1386078_at","solute carrier family 35 member A1","Slc35a1"
"1386081_at","TIR domain containing adaptor molecule 1","Ticam1"
"1386088_at","solute carrier family 25, member 46","Slc25a46"
"1386096_at","metal response element binding transcription factor 2","Mtf2"
"1386121_at","tectonic family member 1","Tctn1"
"1386226_at","tumor protein p53 binding protein 1","Tp53bp1"
"1386268_at","sortilin related receptor 1","Sorl1"
"1386269_x_at","sortilin related receptor 1","Sorl1"
"1386274_at","solute carrier family 17, member 2","Slc17a2"
"1386321_s_at","tribbles pseudokinase 3","Trib3"
"1386437_at","taxilin beta","Txlnb"
"1386446_at","cadherin 1","Cdh1"
"1386460_x_at","dynamin 1-like","Dnm1l"
"1386540_at","KIT proto-oncogene receptor tyrosine kinase","Kit"
"1386555_at","casein kinase 2 alpha 2","Csnk2a2"
"1386586_at","PAK1 interacting protein 1","Pak1ip1"
"1386611_at","kelch-like family member 24","Klhl24"
"1386637_at","fibrinogen-like 2","Fgl2"
"1386647_at","microtubule-associated protein 7","Map7"
"1386662_at","sestrin 2","Sesn2"
"1386668_a_at","ribosomal RNA processing 12","Rrp12"
"1386669_at","ribosomal RNA processing 12","Rrp12"
"1386689_at","hook microtubule-tethering protein 2","Hook2"
"1386693_at","casein kinase 1, epsilon","Csnk1e"
"1386728_at","potassium voltage-gated channel subfamily D member 2","Kcnd2"
"1386766_at","solute carrier family 35 member A3","Slc35a3"
"1386857_at","stathmin 1","Stmn1"
"1386862_at","annexin A5","Anxa5"
"1386864_at","phosphoglycerate mutase 1","Pgam1"
"1386869_at","actin gamma 2, smooth muscle","Actg2"
"1386870_at","glutamate-ammonia ligase","Glul"
"1386871_at","glutathione peroxidase 4","Gpx4"
"1386872_at","insulin-like growth factor 2 receptor","Igf2r"
"1386873_at","troponin I1, slow skeletal type","Tnni1"
"1386877_at","adaptor related protein complex 2 subunit sigma 1","Ap2s1"
"1386878_at","LDL receptor related protein 10","Lrp10"
"1386879_at","galectin 3","Lgals3"
"1386880_at","acetyl-CoA acyltransferase 2","Acaa2"
"1386881_at","insulin-like growth factor binding protein 3","Igfbp3"
"1386884_at","HtrA serine peptidase 1","Htra1"
"1386885_at","enoyl-CoA hydratase 1","Ech1"
"1386888_at","eukaryotic translation initiation factor 4E binding protein 1","Eif4ebp1"
"1386890_at","S100 calcium binding protein A10","S100a10"
"1386891_at","phosphatidylethanolamine binding protein 1","Pebp1"
"1386893_at","granulin precursor","Grn"
"1386894_at","heat shock protein family D (Hsp60) member 1","Hspd1"
"1386897_at","protein arginine methyltransferase 1","Prmt1"
"1386901_at","CD36 molecule","Cd36"
"1386903_at","S100 calcium binding protein B","S100b"
"1386907_at","enolase 3","Eno3"
"1386908_at","glutaredoxin","Glrx"
"1386909_a_at","voltage-dependent anion channel 1","Vdac1"
"1386910_a_at","apurinic/apyrimidinic endodeoxyribonuclease 1","Apex1"
"1386912_at","procollagen C-endopeptidase enhancer","Pcolce"
"1386916_at","aconitase 1","Aco1"
"1386917_at","pyruvate carboxylase","Pc"
"1386925_at","actin related protein 2/3 complex, subunit 1B","Arpc1b"
"1386927_at","carnitine palmitoyltransferase 2","Cpt2"
"1386928_at","branched chain amino acid transaminase 2","Bcat2"
"1386929_at","hexokinase 1","Hk1"
"1386930_at","proteasome 26S subunit ubiquitin receptor, non-ATPase 4","Psmd4"
"1386934_at","solute carrier family 6 member 8","Slc6a8"
"1386935_at","nuclear receptor subfamily 4, group A, member 1","Nr4a1"
"1386937_at","ATPase Na+/K+ transporting subunit beta 1","Atp1b1"
"1386940_at","TIMP metallopeptidase inhibitor 2","Timp2"
"1386945_a_at","protein kinase AMP-activated non-catalytic subunit beta 1","Prkab1"
"1386947_at","cadherin 1","Cdh1"
"1386949_a_at","metastasis associated 1","Mta1"
"1386954_at","adenylate kinase 2","Ak2"
"1386956_at","scavenger receptor class B, member 1","Scarb1"
"1386958_at","thioredoxin reductase 1","Txnrd1"
"1386959_a_at","mitogen activated protein kinase kinase 5","Map2k5"
"1386960_at","solute carrier family 37 member 4","Slc37a4"
"1386965_at","lipoprotein lipase","Lpl"
"1386975_at","pyruvate dehydrogenase kinase 2","Pdk2"
"1386977_at","carbonic anhydrase 3","Car3"
"1386978_at","BCL2 interacting protein 3 like","Bnip3l"
"1386980_at","apolipoprotein M","Apom"
"1386984_at","SMAD family member 4","Smad4"
"1386991_a_at","BCL2-associated agonist of cell death","Bad"
"1386993_at","myosin heavy chain 7","Myh7"
"1386994_at","BTG anti-proliferation factor 2","Btg2"
"1386995_at","BTG anti-proliferation factor 2","Btg2"
"1386996_at","myosin light chain 12B","Myl12b"
"1386997_at","eukaryotic translation initiation factor 4E","Eif4e"
"1386998_at","aldolase, fructose-bisphosphate C","Aldoc"
"1386999_at","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta","Ywhab"
"1387001_at","RAS like proto-oncogene B","Ralb"
"1387005_at","cathepsin S","Ctss"
"1387006_at","sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 6","Sult2a6"
"1387009_at","calpain 1","Capn1"
"1387011_at","lipocalin 2","Lcn2"
"1387015_at","profilin 2","Pfn2"
"1387017_at","squalene epoxidase","Sqle"
"1387020_at","cytochrome P450, family 51","Cyp51"
"1387022_at","aldehyde dehydrogenase 1 family, member A1","Aldh1a1"
"1387023_at","glutathione S-transferase, mu 7","Gstm7"
"1387023_at","glutathione S-transferase mu 2","Gstm2"
"1387024_at","dual specificity phosphatase 6","Dusp6"
"1387026_at","structural maintenance of chromosomes 1A","Smc1a"
"1387030_at","ATP binding cassette subfamily C member 5","Abcc5"
"1387033_at","uncoupling protein 1","Ucp1"
"1387034_at","phenylalanine hydroxylase","Pah"
"1387036_at","hes family bHLH transcription factor 1","Hes1"
"1387039_at","glypican 1","Gpc1"
"1387048_at","DExD-box helicase 39A","Ddx39a"
"1387049_at","myosin heavy chain 6","Myh6"
"1387050_s_at","kininogen 2","Kng2"
"1387053_at","flavin containing dimethylaniline monoxygenase 1","Fmo1"
"1387056_at","axin 1","Axin1"
"1387060_at","KLF transcription factor 6","Klf6"
"1387062_a_at","checkpoint kinase 1","Chek1"
"1387069_a_at","thromboxane A2 receptor","Tbxa2r"
"1387071_a_at","microtubule-associated protein tau","Mapt"
"1387073_at","synaptosome associated protein 25","Snap25"
"1387074_at","regulator of G-protein signaling 2","Rgs2"
"1387075_at","tyrosine hydroxylase","Th"
"1387076_at","hypoxia inducible factor 1 subunit alpha","Hif1a"
"1387077_at","cAMP-regulated phosphoprotein 19","Arpp19"
"1387080_at","structural maintenance of chromosomes 3","Smc3"
"1387082_at","fetuin B","Fetub"
"1387084_at","dipeptidylpeptidase 4","Dpp4"
"1387087_at","CCAAT/enhancer binding protein beta","Cebpb"
"1387103_s_at","solute carrier family 25 member 14","Slc25a14"
"1387108_at","casein kinase 2 beta","Csnk2b"
"1387109_at","cytochrome p450 oxidoreductase","Por"
"1387114_at","protein kinase C, delta","Prkcd"
"1387121_a_at","NDRG family member 2","Ndrg2"
"1387123_at","cytochrome P450, family 17, subfamily a, polypeptide 1","Cyp17a1"
"1387124_at","inhibin subunit alpha","Inha"
"1387125_at","S100 calcium binding protein A9","S100a9"
"1387126_at","ATPase secretory pathway Ca2+ transporting 1","Atp2c1"
"1387129_at","X-ray repair cross complementing 1","Xrcc1"
"1387130_at","solute carrier family 40 member 1","Slc40a1"
"1387139_at","hydroxyacid oxidase 2","Hao2"
"1387142_at","DNA polymerase beta","Polb"
"1387145_at","gap junction protein, beta 1","Gjb1"
"1387156_at","hydroxysteroid (17-beta) dehydrogenase 2","Hsd17b2"
"1387158_at","meprin A subunit beta","Mep1b"
"1387167_at","solute carrier family 7 member 1","Slc7a1"
"1387171_at","glutamate ionotropic receptor AMPA type subunit 2","Gria2"
"1387173_at","chymase 1","Cma1"
"1387174_a_at","steroidogenic acute regulatory protein","Star"
"1387179_at","adenylate cyclase 8","Adcy8"
"1387181_at","myogenic factor 6","Myf6"
"1387183_at","carnitine O-octanoyltransferase","Crot"
"1387187_a_at","N-acetyltransferase 1","Nat1"
"1387193_a_at","serine peptidase inhibitor, Kazal type 1","Spink1"
"1387195_at","ST14 transmembrane serine protease matriptase","St14"
"1387199_a_at","Cdc42 guanine nucleotide exchange factor 9","Arhgef9"
"1387202_at","intercellular adhesion molecule 1","Icam1"
"1387203_at","glucokinase regulator","Gckr"
"1387208_at","neuroglobin","Ngb"
"1387219_at","adrenomedullin","Adm"
"1387226_at","internexin neuronal intermediate filament protein, alpha","Ina"
"1387228_at","solute carrier family 2 member 2","Slc2a2"
"1387232_at","bone morphogenetic protein 4","Bmp4"
"1387233_at","hydroxysteroid (17-beta) dehydrogenase 7","Hsd17b7"
"1387234_at","alpha-2-glycoprotein 1, zinc-binding","Azgp1"
"1387240_at","retinol dehydrogenase 7","Rdh7"
"1387242_at","eukaryotic translation initiation factor 2-alpha kinase 2","Eif2ak2"
"1387243_at","cytochrome P450, family 1, subfamily a, polypeptide 2","Cyp1a2"
"1387244_at","cell growth regulator with ring finger domain 1","Cgrrf1"
"1387259_at","cadherin 2","Cdh2"
"1387261_at","protein phosphatase 3 catalytic subunit beta","Ppp3cb"
"1387263_at","pyruvate kinase L/R","Pklr"
"1387268_at","RNA polymerase I subunit B","Polr1b"
"1387269_s_at","plasminogen activator, urokinase receptor","Plaur"
"1387277_at","LYN proto-oncogene, Src family tyrosine kinase","Lyn"
"1387278_at","peroxisome proliferator activated receptor alpha","Ppara"
"1387279_at","F11 receptor","F11r"
"1387283_at","MX dynamin like GTPase 2","Mx2"
"1387284_at","dihydropyrimidinase","Dpys"
"1387288_at","neuronal differentiation 1","Neurod1"
"1387291_at","inter-alpha trypsin inhibitor, heavy chain 3","Itih3"
"1387294_at","SH3-domain binding protein 5","Sh3bp5"
"1387296_at","cytochrome P450, family 2, subfamily j, polypeptide 4","Cyp2j4"
"1387301_at","fibroblast growth factor 1","Fgf1"
"1387303_at","solute carrier family 22 member 2","Slc22a2"
"1387305_s_at","cytochrome P450, family 11, subfamily b, polypeptide 2","Cyp11b2"
"1387305_s_at","cytochrome P450, family 11, subfamily b, polypeptide 3","Cyp11b3"
"1387306_a_at","early growth response 2","Egr2"
"1387312_a_at","glucokinase","Gck"
"1387314_at","sulfotransferase family 1B member 1","Sult1b1"
"1387316_at","C-X-C motif chemokine ligand 1","Cxcl1"
"1387319_at","C-C motif chemokine ligand 11","Ccl11"
"1387321_at","ATPase Na+/K+ transporting family member beta 4","Atp1b4"
"1387323_at","kallikrein B1","Klkb1"
"1387328_at","cytochrome P450, subfamily 2, polypeptide 11","Cyp2c11"
"1387338_s_at","Bcl2-like 11","Bcl2l11"
"1387343_at","CCAAT/enhancer binding protein delta","Cebpd"
"1387344_at","aldehyde dehydrogenase 6 family, member A1","Aldh6a1"
"1387346_at","integrin subunit beta 1","Itgb1"
"1387352_at","SRC proto-oncogene, non-receptor tyrosine kinase","Src"
"1387353_at","AKT serine/threonine kinase 2","Akt2"
"1387354_at","signal transducer and activator of transcription 1","Stat1"
"1387356_at","wolframin ER transmembrane glycoprotein","Wfs1"
"1387358_at","ADP-ribosylation factor like GTPase 1","Arl1"
"1387359_at","syntaxin 1A","Stx1a"
"1387360_at","syntaxin 1A","Stx1a"
"1387365_at","nuclear receptor subfamily 1, group H, member 3","Nr1h3"
"1387371_at","cell division cycle 25A","Cdc25a"
"1387372_at","solute carrier family 6 member 13","Slc6a13"
"1387375_at","ketohexokinase","Khk"
"1387377_a_at","p21 (RAC1) activated kinase 1","Pak1"
"1387378_at","ficolin B","Fcnb"
"1387383_at","gamma-aminobutyric acid type B receptor subunit 2","Gabbr2"
"1387388_at","calcineurin-like EF-hand protein 1","Chp1"
"1387391_at","cyclin-dependent kinase inhibitor 1A","Cdkn1a"
"1387393_at","discs large MAGUK scaffold protein 3","Dlg3"
"1387411_at","protein tyrosine phosphatase, receptor type, K","Ptprk"
"1387420_at","chloride intracellular channel 4","Clic4"
"1387423_at","luteinizing hormone/choriogonadotropin receptor","Lhcgr"
"1387433_a_at","solute carrier family 25, member 27","Slc25a27"
"1387441_at","potassium two pore domain channel subfamily K member 3","Kcnk3"
"1387455_a_at","very low density lipoprotein receptor","Vldlr"
"1387459_at","cAMP-dependent protein kinase inhibitor beta","Pkib"
"1387462_at","cholinergic receptor, muscarinic 3","Chrm3"
"1387465_a_at","gonadotropin releasing hormone receptor","Gnrhr"
"1387472_at","CD3 delta subunit of T-cell receptor complex","Cd3d"
"1387476_at","potassium voltage-gated channel subfamily D member 2","Kcnd2"
"1387505_at","G protein subunit alpha i1","Gnai1"
"1387511_at","cytochrome P450, family 2, subfamily a, polypeptide 1","Cyp2a1"
"1387511_at","cytochrome P450, family 2, subfamily a, polypeptide 3","Cyp2a3"
"1387523_at","prostaglandin D2 receptor","Ptgdr"
"1387528_at","mannose binding lectin 2","Mbl2"
"1387531_at","methionine sulfoxide reductase A","Msra"
"1387538_at","acetyl-CoA carboxylase alpha","Acaca"
"1387540_at","BRCA1, DNA repair associated","Brca1"
"1387563_at","progesterone receptor","Pgr"
"1387566_at","phospholipase A2 group IVA","Pla2g4a"
"1387567_at","solute carrier organic anion transporter family, member 1a1","Slco1a1"
"1387574_at","cholinergic receptor nicotinic alpha 2 subunit","Chrna2"
"1387587_at","Fas ligand","Faslg"
"1387599_a_at","NAD(P)H quinone dehydrogenase 1","Nqo1"
"1387604_at","DNA fragmentation factor subunit beta","Dffb"
"1387609_at","carbonic anhydrase 5A","Car5a"
"1387611_at","BCL2, apoptosis regulator","Bcl2"
"1387619_at","CREB binding protein","Crebbp"
"1387622_at","RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase","Rfng"
"1387625_at","insulin-like growth factor binding protein 6","Igfbp6"
"1387626_at","deoxycytidine kinase","Dck"
"1387627_at","CD86 molecule","Cd86"
"1387630_at","ELOVL fatty acid elongase 5","Elovl5"
"1387641_at","RAB5A, member RAS oncogene family","Rab5a"
